date,barangay,active_cases,disease,rainfall_mm,temperature_c,humidity_pct
2023-01-04,Balingasag,0,None,2.49,28.0,74.6
2023-01-04,Binubuhan,0,None,2.49,28.0,74.6
2023-01-04,Busay,0,None,2.49,28.0,74.6
2023-01-04,Calumangan,0,None,2.49,28.0,74.6
2023-01-04,Caridad,0,None,2.49,28.0,74.6
2023-01-04,Dulao,0,None,2.49,28.0,74.6
2023-01-04,Ilijan,0,None,2.49,28.0,74.6
2023-01-04,Lag-asan,0,None,2.49,28.0,74.6
2023-01-04,Ma-ao,0,None,2.49,28.0,74.6
2023-01-04,Mailum,0,None,2.49,28.0,74.6
2023-01-04,Malingin,0,None,2.49,28.0,74.6
2023-01-04,Napoles,0,None,2.49,28.0,74.6
2023-01-04,Pacol,0,None,2.49,28.0,74.6
2023-01-04,Poblacion,0,None,2.49,28.0,74.6
2023-01-04,Sagasa,0,None,2.49,28.0,74.6
2023-01-04,Sampinit,0,None,2.49,28.0,74.6
2023-01-04,San Antonio,0,None,2.49,28.0,74.6
2023-01-04,San Jose,0,None,2.49,28.0,74.6
2023-01-04,Santa Cruz,0,None,2.49,28.0,74.6
2023-01-04,Tabunan,0,None,2.49,28.0,74.6
2023-01-04,Taloc,0,None,2.49,28.0,74.6
2023-01-05,Abuanan,0,None,1.29,31.6,76.2
2023-01-05,Alianza,0,None,1.29,31.6,76.2
2023-01-05,Atipuluan,0,None,1.29,31.6,76.2
2023-01-05,Balingasag,0,None,1.29,31.6,76.2
2023-01-05,Binubuhan,0,None,1.29,31.6,76.2
2023-01-05,Busay,0,None,1.29,31.6,76.2
2023-01-05,Calumangan,0,None,1.29,31.6,76.2
2023-01-05,Caridad,0,None,1.29,31.6,76.2
2023-01-05,Dulao,0,None,1.29,31.6,76.2
2023-01-05,Ilijan,0,None,1.29,31.6,76.2
2023-01-05,Lag-asan,0,None,1.29,31.6,76.2
2023-01-05,Ma-ao,0,None,1.29,31.6,76.2
2023-01-05,Mailum,0,None,1.29,31.6,76.2
2023-01-05,Malingin,0,None,1.29,31.6,76.2
2023-01-05,Napoles,0,None,1.29,31.6,76.2
2023-01-05,Pacol,0,None,1.29,31.6,76.2
2023-01-05,Poblacion,0,None,1.29,31.6,76.2
2023-01-05,Sagasa,0,None,1.29,31.6,76.2
2023-01-05,Sampinit,0,None,1.29,31.6,76.2
2023-01-05,San Antonio,0,None,1.29,31.6,76.2
2023-01-05,San Jose,1,Diarrheal Disease,1.29,31.6,76.2
2023-01-05,Santa Cruz,0,None,1.29,31.6,76.2
2023-01-05,Tabunan,0,None,1.29,31.6,76.2
2023-01-05,Taloc,0,None,1.29,31.6,76.2
2023-01-06,Abuanan,0,None,0.52,27.5,64.9
2023-01-06,Alianza,0,None,0.52,27.5,64.9
2023-01-06,Atipuluan,0,None,0.52,27.5,64.9
2023-01-06,Balingasag,1,Typhoid Fever,0.52,27.5,64.9
2023-01-06,Binubuhan,0,None,0.52,27.5,64.9
2023-01-06,Busay,0,None,0.52,27.5,64.9
2023-01-06,Calumangan,0,None,0.52,27.5,64.9
2023-01-06,Caridad,0,None,0.52,27.5,64.9
2023-01-06,Dulao,0,None,0.52,27.5,64.9
2023-01-06,Ilijan,0,None,0.52,27.5,64.9
2023-01-06,Lag-asan,0,None,0.52,27.5,64.9
2023-01-06,Ma-ao,0,None,0.52,27.5,64.9
2023-01-06,Mailum,1,"Hand, Foot, and Mouth Disease",0.52,27.5,64.9
2023-01-06,Malingin,0,None,0.52,27.5,64.9
2023-01-06,Napoles,0,None,0.52,27.5,64.9
2023-01-06,Pacol,0,None,0.52,27.5,64.9
2023-01-06,Poblacion,0,None,0.52,27.5,64.9
2023-01-06,Sagasa,0,None,0.52,27.5,64.9
2023-01-06,Sampinit,0,None,0.52,27.5,64.9
2023-01-06,San Antonio,0,None,0.52,27.5,64.9
2023-01-06,San Jose,0,None,0.52,27.5,64.9
2023-01-06,Santa Cruz,0,None,0.52,27.5,64.9
2023-01-06,Tabunan,0,None,0.52,27.5,64.9
2023-01-06,Taloc,0,None,0.52,27.5,64.9
2023-01-07,Abuanan,0,None,1.49,26.2,71.8
2023-01-07,Alianza,0,None,1.49,26.2,71.8
2023-01-07,Atipuluan,0,None,1.49,26.2,71.8
2023-01-07,Balingasag,0,None,1.49,26.2,71.8
2023-01-07,Binubuhan,0,None,1.49,26.2,71.8
2023-01-07,Busay,0,None,1.49,26.2,71.8
2023-01-07,Calumangan,0,None,1.49,26.2,71.8
2023-01-07,Caridad,0,None,1.49,26.2,71.8
2023-01-07,Dulao,0,None,1.49,26.2,71.8
2023-01-07,Ilijan,0,None,1.49,26.2,71.8
2023-01-07,Lag-asan,0,None,1.49,26.2,71.8
2023-01-07,Ma-ao,0,None,1.49,26.2,71.8
2023-01-07,Mailum,0,None,1.49,26.2,71.8
2023-01-07,Malingin,0,None,1.49,26.2,71.8
2023-01-07,Napoles,0,None,1.49,26.2,71.8
2023-01-07,Pacol,0,None,1.49,26.2,71.8
2023-01-07,Poblacion,0,None,1.49,26.2,71.8
2023-01-07,Sagasa,0,None,1.49,26.2,71.8
2023-01-07,Sampinit,0,None,1.49,26.2,71.8
2023-01-07,San Antonio,0,None,1.49,26.2,71.8
2023-01-07,San Jose,0,None,1.49,26.2,71.8
2023-01-07,Santa Cruz,0,None,1.49,26.2,71.8
2023-01-07,Tabunan,0,None,1.49,26.2,71.8
2023-01-07,Taloc,0,None,1.49,26.2,71.8
2023-01-08,Abuanan,0,None,2.71,28.1,74.5
2023-01-08,Alianza,0,None,2.71,28.1,74.5
2023-01-08,Atipuluan,0,None,2.71,28.1,74.5
2023-01-08,Balingasag,0,None,2.71,28.1,74.5
2023-01-08,Binubuhan,0,None,2.71,28.1,74.5
2023-01-08,Busay,0,None,2.71,28.1,74.5
2023-01-08,Calumangan,1,Anthrax,2.71,28.1,74.5
2023-01-08,Caridad,0,None,2.71,28.1,74.5
2023-01-08,Dulao,0,None,2.71,28.1,74.5
2023-01-08,Ilijan,1,Dengue Fever,2.71,28.1,74.5
2023-01-08,Lag-asan,0,None,2.71,28.1,74.5
2023-01-08,Ma-ao,0,None,2.71,28.1,74.5
2023-01-08,Mailum,0,None,2.71,28.1,74.5
2023-01-08,Malingin,0,None,2.71,28.1,74.5
2023-01-08,Napoles,0,None,2.71,28.1,74.5
2023-01-08,Pacol,0,None,2.71,28.1,74.5
2023-01-08,Poblacion,0,None,2.71,28.1,74.5
2023-01-08,Sagasa,0,None,2.71,28.1,74.5
2023-01-08,Sampinit,0,None,2.71,28.1,74.5
2023-01-08,San Antonio,0,None,2.71,28.1,74.5
2023-01-08,San Jose,0,None,2.71,28.1,74.5
2023-01-08,Santa Cruz,0,None,2.71,28.1,74.5
2023-01-08,Tabunan,0,None,2.71,28.1,74.5
2023-01-08,Taloc,0,None,2.71,28.1,74.5
2023-01-09,Abuanan,0,None,0.75,28.2,65.3
2023-01-09,Alianza,1,Meningococcal Disease,0.75,28.2,65.3
2023-01-09,Atipuluan,0,None,0.75,28.2,65.3
2023-01-09,Balingasag,0,None,0.75,28.2,65.3
2023-01-09,Binubuhan,0,None,0.75,28.2,65.3
2023-01-09,Busay,0,None,0.75,28.2,65.3
2023-01-09,Calumangan,0,None,0.75,28.2,65.3
2023-01-09,Caridad,0,None,0.75,28.2,65.3
2023-01-09,Dulao,0,None,0.75,28.2,65.3
2023-01-09,Ilijan,0,None,0.75,28.2,65.3
2023-01-09,Lag-asan,0,None,0.75,28.2,65.3
2023-01-09,Ma-ao,0,None,0.75,28.2,65.3
2023-01-09,Mailum,0,None,0.75,28.2,65.3
2023-01-09,Malingin,0,None,0.75,28.2,65.3
2023-01-09,Napoles,1,Diarrheal Disease,0.75,28.2,65.3
2023-01-09,Pacol,1,Meningococcal Disease,0.75,28.2,65.3
2023-01-09,Poblacion,1,Anthrax,0.75,28.2,65.3
2023-01-09,Sagasa,0,None,0.75,28.2,65.3
2023-01-09,Sampinit,0,None,0.75,28.2,65.3
2023-01-09,San Antonio,0,None,0.75,28.2,65.3
2023-01-09,San Jose,1,Typhoid Fever,0.75,28.2,65.3
2023-01-09,Santa Cruz,1,Anthrax,0.75,28.2,65.3
2023-01-09,Tabunan,0,None,0.75,28.2,65.3
2023-01-09,Taloc,0,None,0.75,28.2,65.3
2023-01-10,Abuanan,0,None,6.81,27.9,63.4
2023-01-10,Alianza,0,None,6.81,27.9,63.4
2023-01-10,Atipuluan,0,None,6.81,27.9,63.4
2023-01-10,Balingasag,0,None,6.81,27.9,63.4
2023-01-10,Binubuhan,0,None,6.81,27.9,63.4
2023-01-10,Busay,0,None,6.81,27.9,63.4
2023-01-10,Calumangan,1,Leptospirosis,6.81,27.9,63.4
2023-01-10,Caridad,0,None,6.81,27.9,63.4
2023-01-10,Dulao,0,None,6.81,27.9,63.4
2023-01-10,Ilijan,0,None,6.81,27.9,63.4
2023-01-10,Lag-asan,0,None,6.81,27.9,63.4
2023-01-10,Ma-ao,0,None,6.81,27.9,63.4
2023-01-10,Mailum,0,None,6.81,27.9,63.4
2023-01-10,Malingin,0,None,6.81,27.9,63.4
2023-01-10,Napoles,0,None,6.81,27.9,63.4
2023-01-10,Pacol,0,None,6.81,27.9,63.4
2023-01-10,Poblacion,0,None,6.81,27.9,63.4
2023-01-10,Sagasa,0,None,6.81,27.9,63.4
2023-01-10,Sampinit,0,None,6.81,27.9,63.4
2023-01-10,San Antonio,0,None,6.81,27.9,63.4
2023-01-10,San Jose,0,None,6.81,27.9,63.4
2023-01-10,Santa Cruz,0,None,6.81,27.9,63.4
2023-01-10,Tabunan,0,None,6.81,27.9,63.4
2023-01-10,Taloc,0,None,6.81,27.9,63.4
2023-01-11,Abuanan,0,None,0.41,31.3,60.6
2023-01-11,Alianza,0,None,0.41,31.3,60.6
2023-01-11,Atipuluan,0,None,0.41,31.3,60.6
2023-01-11,Balingasag,0,None,0.41,31.3,60.6
2023-01-11,Binubuhan,0,None,0.41,31.3,60.6
2023-01-11,Busay,1,Diarrheal Disease,0.41,31.3,60.6
2023-01-11,Calumangan,0,None,0.41,31.3,60.6
2023-01-11,Caridad,0,None,0.41,31.3,60.6
2023-01-11,Dulao,0,None,0.41,31.3,60.6
2023-01-11,Ilijan,0,None,0.41,31.3,60.6
2023-01-11,Lag-asan,0,None,0.41,31.3,60.6
2023-01-11,Ma-ao,0,None,0.41,31.3,60.6
2023-01-11,Mailum,0,None,0.41,31.3,60.6
2023-01-11,Malingin,0,None,0.41,31.3,60.6
2023-01-11,Napoles,0,None,0.41,31.3,60.6
2023-01-11,Pacol,0,None,0.41,31.3,60.6
2023-01-11,Poblacion,0,None,0.41,31.3,60.6
2023-01-11,Sagasa,0,None,0.41,31.3,60.6
2023-01-11,Sampinit,0,None,0.41,31.3,60.6
2023-01-11,San Antonio,0,None,0.41,31.3,60.6
2023-01-11,San Jose,0,None,0.41,31.3,60.6
2023-01-11,Santa Cruz,0,None,0.41,31.3,60.6
2023-01-11,Tabunan,1,Anthrax,0.41,31.3,60.6
2023-01-11,Taloc,0,None,0.41,31.3,60.6
2023-01-12,Abuanan,0,None,0.33,28.4,68.7
2023-01-12,Alianza,0,None,0.33,28.4,68.7
2023-01-12,Atipuluan,0,None,0.33,28.4,68.7
2023-01-12,Balingasag,0,None,0.33,28.4,68.7
2023-01-12,Binubuhan,0,None,0.33,28.4,68.7
2023-01-12,Busay,0,None,0.33,28.4,68.7
2023-01-12,Calumangan,0,None,0.33,28.4,68.7
2023-01-12,Caridad,0,None,0.33,28.4,68.7
2023-01-12,Dulao,0,None,0.33,28.4,68.7
2023-01-12,Ilijan,0,None,0.33,28.4,68.7
2023-01-12,Lag-asan,0,None,0.33,28.4,68.7
2023-01-12,Ma-ao,0,None,0.33,28.4,68.7
2023-01-12,Mailum,0,None,0.33,28.4,68.7
2023-01-12,Malingin,0,None,0.33,28.4,68.7
2023-01-12,Napoles,0,None,0.33,28.4,68.7
2023-01-12,Pacol,0,None,0.33,28.4,68.7
2023-01-12,Poblacion,0,None,0.33,28.4,68.7
2023-01-12,Sagasa,0,None,0.33,28.4,68.7
2023-01-12,Sampinit,0,None,0.33,28.4,68.7
2023-01-12,San Antonio,0,None,0.33,28.4,68.7
2023-01-12,San Jose,0,None,0.33,28.4,68.7
2023-01-12,Santa Cruz,0,None,0.33,28.4,68.7
2023-01-12,Tabunan,0,None,0.33,28.4,68.7
2023-01-12,Taloc,0,None,0.33,28.4,68.7
2023-01-13,Abuanan,0,None,0.75,27.9,79.6
2023-01-13,Alianza,0,None,0.75,27.9,79.6
2023-01-13,Atipuluan,0,None,0.75,27.9,79.6
2023-01-13,Balingasag,0,None,0.75,27.9,79.6
2023-01-13,Binubuhan,0,None,0.75,27.9,79.6
2023-01-13,Busay,0,None,0.75,27.9,79.6
2023-01-13,Calumangan,0,None,0.75,27.9,79.6
2023-01-13,Caridad,0,None,0.75,27.9,79.6
2023-01-13,Dulao,1,Anthrax,0.75,27.9,79.6
2023-01-13,Ilijan,0,None,0.75,27.9,79.6
2023-01-13,Lag-asan,0,None,0.75,27.9,79.6
2023-01-13,Ma-ao,0,None,0.75,27.9,79.6
2023-01-13,Mailum,0,None,0.75,27.9,79.6
2023-01-13,Malingin,0,None,0.75,27.9,79.6
2023-01-13,Napoles,0,None,0.75,27.9,79.6
2023-01-13,Pacol,0,None,0.75,27.9,79.6
2023-01-13,Poblacion,0,None,0.75,27.9,79.6
2023-01-13,Sagasa,0,None,0.75,27.9,79.6
2023-01-13,Sampinit,0,None,0.75,27.9,79.6
2023-01-13,San Antonio,0,None,0.75,27.9,79.6
2023-01-13,San Jose,1,Anthrax,0.75,27.9,79.6
2023-01-13,Santa Cruz,0,None,0.75,27.9,79.6
2023-01-13,Tabunan,0,None,0.75,27.9,79.6
2023-01-13,Taloc,0,None,0.75,27.9,79.6
2023-01-14,Abuanan,1,Leptospirosis,4.36,31.6,67.7
2023-01-14,Alianza,0,None,4.36,31.6,67.7
2023-01-14,Atipuluan,0,None,4.36,31.6,67.7
2023-01-14,Balingasag,0,None,4.36,31.6,67.7
2023-01-14,Binubuhan,0,None,4.36,31.6,67.7
2023-01-14,Busay,0,None,4.36,31.6,67.7
2023-01-14,Calumangan,0,None,4.36,31.6,67.7
2023-01-14,Caridad,0,None,4.36,31.6,67.7
2023-01-14,Dulao,0,None,4.36,31.6,67.7
2023-01-14,Ilijan,0,None,4.36,31.6,67.7
2023-01-14,Lag-asan,0,None,4.36,31.6,67.7
2023-01-14,Ma-ao,0,None,4.36,31.6,67.7
2023-01-14,Mailum,0,None,4.36,31.6,67.7
2023-01-14,Malingin,0,None,4.36,31.6,67.7
2023-01-14,Napoles,0,None,4.36,31.6,67.7
2023-01-14,Pacol,0,None,4.36,31.6,67.7
2023-01-14,Poblacion,1,Anthrax,4.36,31.6,67.7
2023-01-14,Sagasa,0,None,4.36,31.6,67.7
2023-01-14,Sampinit,1,Anthrax,4.36,31.6,67.7
2023-01-14,San Antonio,0,None,4.36,31.6,67.7
2023-01-14,San Jose,0,None,4.36,31.6,67.7
2023-01-14,Santa Cruz,0,None,4.36,31.6,67.7
2023-01-14,Tabunan,1,Anthrax,4.36,31.6,67.7
2023-01-14,Taloc,0,None,4.36,31.6,67.7
2023-01-15,Abuanan,0,None,6.21,28.0,78.6
2023-01-15,Alianza,0,None,6.21,28.0,78.6
2023-01-15,Atipuluan,0,None,6.21,28.0,78.6
2023-01-15,Balingasag,0,None,6.21,28.0,78.6
2023-01-15,Binubuhan,0,None,6.21,28.0,78.6
2023-01-15,Busay,0,None,6.21,28.0,78.6
2023-01-15,Calumangan,0,None,6.21,28.0,78.6
2023-01-15,Caridad,0,None,6.21,28.0,78.6
2023-01-15,Dulao,0,None,6.21,28.0,78.6
2023-01-15,Ilijan,0,None,6.21,28.0,78.6
2023-01-15,Lag-asan,0,None,6.21,28.0,78.6
2023-01-15,Ma-ao,0,None,6.21,28.0,78.6
2023-01-15,Mailum,0,None,6.21,28.0,78.6
2023-01-15,Malingin,0,None,6.21,28.0,78.6
2023-01-15,Napoles,0,None,6.21,28.0,78.6
2023-01-15,Pacol,1,Anthrax,6.21,28.0,78.6
2023-01-15,Poblacion,0,None,6.21,28.0,78.6
2023-01-15,Sagasa,0,None,6.21,28.0,78.6
2023-01-15,Sampinit,0,None,6.21,28.0,78.6
2023-01-15,San Antonio,0,None,6.21,28.0,78.6
2023-01-15,San Jose,0,None,6.21,28.0,78.6
2023-01-15,Santa Cruz,0,None,6.21,28.0,78.6
2023-01-15,Tabunan,0,None,6.21,28.0,78.6
2023-01-15,Taloc,0,None,6.21,28.0,78.6
2023-01-16,Abuanan,0,None,6.32,26.5,69.9
2023-01-16,Alianza,0,None,6.32,26.5,69.9
2023-01-16,Atipuluan,0,None,6.32,26.5,69.9
2023-01-16,Balingasag,0,None,6.32,26.5,69.9
2023-01-16,Binubuhan,0,None,6.32,26.5,69.9
2023-01-16,Busay,0,None,6.32,26.5,69.9
2023-01-16,Calumangan,0,None,6.32,26.5,69.9
2023-01-16,Caridad,0,None,6.32,26.5,69.9
2023-01-16,Dulao,0,None,6.32,26.5,69.9
2023-01-16,Ilijan,0,None,6.32,26.5,69.9
2023-01-16,Lag-asan,0,None,6.32,26.5,69.9
2023-01-16,Ma-ao,0,None,6.32,26.5,69.9
2023-01-16,Mailum,0,None,6.32,26.5,69.9
2023-01-16,Malingin,0,None,6.32,26.5,69.9
2023-01-16,Napoles,0,None,6.32,26.5,69.9
2023-01-16,Pacol,0,None,6.32,26.5,69.9
2023-01-16,Poblacion,0,None,6.32,26.5,69.9
2023-01-16,Sagasa,1,Meningococcal Disease,6.32,26.5,69.9
2023-01-16,Sampinit,0,None,6.32,26.5,69.9
2023-01-16,San Antonio,0,None,6.32,26.5,69.9
2023-01-16,San Jose,1,Dengue Fever,6.32,26.5,69.9
2023-01-16,Santa Cruz,0,None,6.32,26.5,69.9
2023-01-16,Tabunan,0,None,6.32,26.5,69.9
2023-01-16,Taloc,0,None,6.32,26.5,69.9
2023-01-17,Abuanan,0,None,3.85,28.3,74.1
2023-01-17,Alianza,0,None,3.85,28.3,74.1
2023-01-17,Atipuluan,0,None,3.85,28.3,74.1
2023-01-17,Balingasag,0,None,3.85,28.3,74.1
2023-01-17,Binubuhan,0,None,3.85,28.3,74.1
2023-01-17,Busay,0,None,3.85,28.3,74.1
2023-01-17,Calumangan,0,None,3.85,28.3,74.1
2023-01-17,Caridad,0,None,3.85,28.3,74.1
2023-01-17,Dulao,0,None,3.85,28.3,74.1
2023-01-17,Ilijan,0,None,3.85,28.3,74.1
2023-01-17,Lag-asan,0,None,3.85,28.3,74.1
2023-01-17,Ma-ao,0,None,3.85,28.3,74.1
2023-01-17,Mailum,0,None,3.85,28.3,74.1
2023-01-17,Malingin,0,None,3.85,28.3,74.1
2023-01-17,Napoles,0,None,3.85,28.3,74.1
2023-01-17,Pacol,0,None,3.85,28.3,74.1
2023-01-17,Poblacion,0,None,3.85,28.3,74.1
2023-01-17,Sagasa,0,None,3.85,28.3,74.1
2023-01-17,Sampinit,1,Meningococcal Disease,3.85,28.3,74.1
2023-01-17,San Antonio,0,None,3.85,28.3,74.1
2023-01-17,San Jose,0,None,3.85,28.3,74.1
2023-01-17,Santa Cruz,0,None,3.85,28.3,74.1
2023-01-17,Tabunan,1,Meningococcal Disease,3.85,28.3,74.1
2023-01-17,Taloc,0,None,3.85,28.3,74.1
2023-01-18,Abuanan,0,None,5.56,26.5,63.3
2023-01-18,Alianza,0,None,5.56,26.5,63.3
2023-01-18,Atipuluan,1,Diarrheal Disease,5.56,26.5,63.3
2023-01-18,Balingasag,0,None,5.56,26.5,63.3
2023-01-18,Binubuhan,0,None,5.56,26.5,63.3
2023-01-18,Busay,0,None,5.56,26.5,63.3
2023-01-18,Calumangan,0,None,5.56,26.5,63.3
2023-01-18,Caridad,1,Diarrheal Disease,5.56,26.5,63.3
2023-01-18,Dulao,0,None,5.56,26.5,63.3
2023-01-18,Ilijan,0,None,5.56,26.5,63.3
2023-01-18,Lag-asan,0,None,5.56,26.5,63.3
2023-01-18,Ma-ao,0,None,5.56,26.5,63.3
2023-01-18,Mailum,0,None,5.56,26.5,63.3
2023-01-18,Malingin,0,None,5.56,26.5,63.3
2023-01-18,Napoles,0,None,5.56,26.5,63.3
2023-01-18,Pacol,0,None,5.56,26.5,63.3
2023-01-18,Poblacion,1,Typhoid Fever,5.56,26.5,63.3
2023-01-18,Sagasa,0,None,5.56,26.5,63.3
2023-01-18,Sampinit,0,None,5.56,26.5,63.3
2023-01-18,San Antonio,0,None,5.56,26.5,63.3
2023-01-18,San Jose,0,None,5.56,26.5,63.3
2023-01-18,Santa Cruz,0,None,5.56,26.5,63.3
2023-01-18,Tabunan,0,None,5.56,26.5,63.3
2023-01-18,Taloc,1,Meningococcal Disease,5.56,26.5,63.3
2023-01-19,Abuanan,0,None,7.52,28.5,71.6
2023-01-19,Alianza,0,None,7.52,28.5,71.6
2023-01-19,Atipuluan,0,None,7.52,28.5,71.6
2023-01-19,Balingasag,0,None,7.52,28.5,71.6
2023-01-19,Binubuhan,0,None,7.52,28.5,71.6
2023-01-19,Busay,0,None,7.52,28.5,71.6
2023-01-19,Calumangan,0,None,7.52,28.5,71.6
2023-01-19,Caridad,0,None,7.52,28.5,71.6
2023-01-19,Dulao,1,Typhoid Fever,7.52,28.5,71.6
2023-01-19,Ilijan,0,None,7.52,28.5,71.6
2023-01-19,Lag-asan,0,None,7.52,28.5,71.6
2023-01-19,Ma-ao,1,Typhoid Fever,7.52,28.5,71.6
2023-01-19,Mailum,0,None,7.52,28.5,71.6
2023-01-19,Malingin,0,None,7.52,28.5,71.6
2023-01-19,Napoles,0,None,7.52,28.5,71.6
2023-01-19,Pacol,0,None,7.52,28.5,71.6
2023-01-19,Poblacion,0,None,7.52,28.5,71.6
2023-01-19,Sagasa,0,None,7.52,28.5,71.6
2023-01-19,Sampinit,0,None,7.52,28.5,71.6
2023-01-19,San Antonio,0,None,7.52,28.5,71.6
2023-01-19,San Jose,0,None,7.52,28.5,71.6
2023-01-19,Santa Cruz,0,None,7.52,28.5,71.6
2023-01-19,Tabunan,0,None,7.52,28.5,71.6
2023-01-19,Taloc,0,None,7.52,28.5,71.6
2023-01-20,Abuanan,0,None,6.06,28.3,64.8
2023-01-20,Alianza,0,None,6.06,28.3,64.8
2023-01-20,Atipuluan,0,None,6.06,28.3,64.8
2023-01-20,Balingasag,0,None,6.06,28.3,64.8
2023-01-20,Binubuhan,0,None,6.06,28.3,64.8
2023-01-20,Busay,0,None,6.06,28.3,64.8
2023-01-20,Calumangan,0,None,6.06,28.3,64.8
2023-01-20,Caridad,0,None,6.06,28.3,64.8
2023-01-20,Dulao,0,None,6.06,28.3,64.8
2023-01-20,Ilijan,0,None,6.06,28.3,64.8
2023-01-20,Lag-asan,0,None,6.06,28.3,64.8
2023-01-20,Ma-ao,0,None,6.06,28.3,64.8
2023-01-20,Mailum,0,None,6.06,28.3,64.8
2023-01-20,Malingin,0,None,6.06,28.3,64.8
2023-01-20,Napoles,1,Diarrheal Disease,6.06,28.3,64.8
2023-01-20,Pacol,0,None,6.06,28.3,64.8
2023-01-20,Poblacion,0,None,6.06,28.3,64.8
2023-01-20,Sagasa,0,None,6.06,28.3,64.8
2023-01-20,Sampinit,0,None,6.06,28.3,64.8
